#{"t_start": 1789805690.1339798, "env_id": "MicroDuck-v1"}
r,l,t
48.814057,26,102.37977
40.888595,29,102.407691
18.511081,19,102.425649
91.552233,62,102.497423
21.303831,11,102.507398
35.139385,19,102.525349
53.515199,30,102.561252
67.461261,30,102.58976
35.917069,19,102.606717
47.405764,34,102.638259
80.91921,37,102.672169
75.786005,39,102.70605
